scheme_code,scheme_name,amc,category_latest,category_first,plan,option,isin_growth_or_payout,isin_reinvest,first_nav_date,last_nav_date,nav_count,status
108124,UTI FTIF Series-IV Plan-V (13 months) - Growth Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-27,256,closed_or_merged
108126,UTI FTIF Series-IV Plan-V (13 months) - Instn. Growth  Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-27,256,closed_or_merged
108127,Kotak FMP 13M Series 3 Retail Plan - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-20,247,closed_or_merged
108128,Kotak FMP 13M Series 3 Retail Plan - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-20,247,closed_or_merged
108129,Kotak FMP 13M Series 3 Institutional Plan - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2009-03-31,2009-04-02,2,closed_or_merged
108130,Kotak FMP 13M Series 3 Institutional Plan - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-20,247,closed_or_merged
108131,ING Fixed Maturity Fund - Series 44 - Retail Plan - Growth Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-09-19,119,closed_or_merged
108132,ING Fixed Maturity Fund - Series 44 - Institutional Plan - Dividend Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-09-19,119,closed_or_merged
108133,ING Fixed Maturity Fund - Series 44 - Institutional Plan - Growth Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-09-19,119,closed_or_merged
108134,ING Fixed Maturity Fund - Series 44 - Retail Plan - Dividend Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-09-19,119,closed_or_merged
108135,ING Long Term FMP - II - Retail Plan- Dividend Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,243,closed_or_merged
108136,ING Long Term FMP - II - Institutional Plan- Growth Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,243,closed_or_merged
108137,ING Long Term FMP - II - Retail Plan- Growth Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,243,closed_or_merged
108138,ING Long Term FMP - II - Institutional Plan- Dividend Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-03-18,232,closed_or_merged
108139,Z-REDEEMED-SBI DEBT FUND SERIES - 30 DAYS-2-DIVIDEND,SBI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-04-25,5,closed_or_merged
108140,Z-REDEEMED-SBI DEBT FUND SERIES - 30 DAYS-2 (27/03/08)-GROWTH,SBI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-04-25,5,closed_or_merged
108141,SBI DEBT FUND SERIES - 90 DAYS -22 (26/03/08)-DIVIDEND,SBI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-06-23,13,closed_or_merged
108142,SBI DEBT FUND SERIES - 90 DAYS - 22 (26/03/08)-GROWTH,SBI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-06-23,13,closed_or_merged
108144,SBI TAX ADVANTAGE FUND - SERIES I - DIVIDEND,SBI Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),,,INF200K01IK8,,2008-04-02,2010-12-29,147,closed_or_merged
108145,SBI TAX ADVANTAGE FUND - SERIES I - GROWTH,SBI Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),,,INF200K01IJ0,,2008-04-02,2010-12-29,147,closed_or_merged
108146,DWS FIXED TERM FUND SERIES 47- INSTITUTIONAL PLAN - DIVIDEND OPTION,Deutsche Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-21,58,closed_or_merged
108147,DWS FIXED TERM FUND SERIES 47- REGULAR PLAN - DIVIDEND OPTION,Deutsche Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-21,58,closed_or_merged
108148,DWS FIXED TERM FUND SERIES 47- REGULAR PLAN- GROWTH OPTION-,Deutsche Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-21,58,closed_or_merged
108149,DWS FIXED TERM FUND SERIES 47- INSTITUTIONAL PLAN - GROWTH OPTION,Deutsche Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-21,58,closed_or_merged
108150,DSP BlackRock FMP - 12 1/2 M - Series 1 - Regular Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-13,71,closed_or_merged
108151,DSP BlackRock FMP - 12 1/2 M - Series 1 - Regular Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-13,71,closed_or_merged
108152,DSP BlackRock FMP - 12 1/2 M - Series 1 - Institutional Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-13,71,closed_or_merged
108153,DSP BlackRock FMP - 12 1/2 M - Series 1 - Institutional Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-04-02,1,closed_or_merged
108154,LICMF FIXED MATURITY PLAN SERIES 37 (DIVIDEND OPTION),LIC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-20,247,closed_or_merged
108155,LICMF FIXED MATURITY PLAN SERIES 37 (GROWTH OPTION),LIC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-20,247,closed_or_merged
108156,LICMF FIXED MATURITY PLAN SERIES 39 (GROWTH OPTION),LIC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-06-23,56,closed_or_merged
108157,LICMF FIXED MATURITY PLAN SERIES 39 (DIVIDEND OPTION),LIC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-06-23,56,closed_or_merged
108158,UTI FMP Yearly March 2008 - Growth Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-27,255,closed_or_merged
108161,UTI FMP Yearly March 2008- Dividend Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-27,255,closed_or_merged
108162,UTI-FTIF Series IV Plan VI (15 Months) - Growth Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-06-29,298,closed_or_merged
108164,UTI-FTIF Series IV Plan VI (15 Months) - Instn. Growth Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-06-29,298,closed_or_merged
108165,UTI-FTIF Series IV Plan VI (15 Months) - Dividend Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-06-29,298,closed_or_merged
108166,Aditya Birla Sun Life Value Fund - Regular - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes ( Equity Scheme - Value Fund ),Open Ended Schemes ( Equity Scheme - Value Fund ),Regular Plan,IDCW,INF209K01LE6,INF209K01LG1,2008-03-31,2022-12-30,922,active
108167,Aditya Birla Sun Life Value Fund - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes ( Equity Scheme - Value Fund ),Open Ended Schemes ( Equity Scheme - Value Fund ),Regular Plan,GROWTH,INF209K01LF3,,2008-03-31,2022-12-30,922,active
108168,PineBridge World Gold Fund - Standard Plan - Dividend Option,PineBridge Mutual Fund,Open Ended Schemes ( Fund of Funds - Overseas ),Open Ended Schemes ( Fund of Funds - Overseas ),,,INF178L01137,INF178L01145,2008-06-12,2010-12-31,594,closed_or_merged
108169,PineBridge World Gold Fund - Standard Plan - Growth Option,PineBridge Mutual Fund,Open Ended Schemes ( Fund of Funds - Overseas ),Open Ended Schemes ( Fund of Funds - Overseas ),,,INF178L01152,,2008-06-12,2010-12-31,594,closed_or_merged
108171,ICICI Prudential FMP series 43 - 14 Mths Plan A - Retail Dividend Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-05-25,61,closed_or_merged
108172,ICICI Prudential FMP series 43 - 14 Mths Plan A - Retail Growth Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-05-25,61,closed_or_merged
108173,ICICI Prudential FMP series 43 - 14 Mths Plan A - Institutional Growth Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-05-25,61,closed_or_merged
108187,Kotak FMP 13M Series 4 - Retail Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-04-28,250,closed_or_merged
108188,Kotak FMP 13M Series 4 - Institutional Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-04-28,250,closed_or_merged
108189,Kotak FMP 13M Series 4 Retail Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-04-28,250,closed_or_merged
108190,Kotak FMp 13M Series 4 - Institutional Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-04-28,250,closed_or_merged
108191,Kotak FMP 15M Series 4 Retail - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-07-02,294,closed_or_merged
108192,Kotak FMP 15M Series 4 Retail - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-07-02,294,closed_or_merged
108193,Kotak FMP 15M Series 4 Institutional - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-07-02,294,closed_or_merged
108194,Kotak FMP 15M Series 4 Institutional - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-03,2009-07-02,294,closed_or_merged
108195,DWS CASH OPPORTUNITIES FUND - DAILY DIV,Deutsche Mutual Fund,Open Ended Schemes ( Income ),Open Ended Schemes ( Income ),,,,INF223J01AD4,2008-04-03,2010-12-31,666,closed_or_merged
108196,Morgan Stanley A.C.E. Fund- Regular Dividend Plan,Morgan Stanley Mutual Fund,Open Ended Schemes ( Growth ),Open Ended Schemes ( Growth ),,,INF063A01068,INF063A01076,2008-04-10,2010-12-31,667,closed_or_merged
108197,Morgan Stanley A.C.E. Fund- Regular Growth Plan,Morgan Stanley Mutual Fund,Open Ended Schemes ( Growth ),Open Ended Schemes ( Growth ),,,INF063A01050,,2008-04-10,2010-12-31,667,closed_or_merged
108198,Reliance Fixed Horizon Fund - VIII - Series 2 - Retail Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2009-05-11,248,closed_or_merged
108199,Reliance Fixed Horizon Fund - VIII - Series 2 - Retail Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2009-05-11,248,closed_or_merged
108200,Reliance Fixed Horizon Fund - VIII - Series 2 - Institutional Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2009-05-11,248,closed_or_merged
108201,Reliance Fixed Horizon Fund - VIII - Series 2 - Institutional Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2009-05-11,248,closed_or_merged
108202,DSP Natural Resources And New Energy Fund - Regular - Growth,DSP Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Regular Plan,Growth,INF740K01060,,2008-04-29,2022-12-30,885,active
108203,DSP Natural Resources And New Energy Fund - Regular Plan - IDCW,DSP Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Regular Plan,IDCW,INF740K01045,INF740K01052,2008-04-29,2022-12-30,885,active
108204,Reliance Fixed Horizon Fund - VIII - Series 10 - Retail Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-07-10,58,closed_or_merged
108205,Reliance Fixed Horizon Fund - VIII - Series 10 - Retail Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-07-10,58,closed_or_merged
108206,Reliance Fixed Horizon Fund - VIII - Series 10 - Institutional Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-07-10,58,closed_or_merged
108207,Reliance Fixed Horizon Fund - VIII - Series 10 - Institutional Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-07-07,55,closed_or_merged
108209,DSP Natural Resources And New Energy Fund - Institutional Plan - Growth,DSP Mutual Fund,Open Ended Schemes ( Growth ),Open Ended Schemes ( Growth ),,,INF740K01GX0,,2008-04-29,2009-08-24,317,closed_or_merged
108210,DSP BlackRock FMP - 6M - Series 5 - Regular Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-09,2008-09-25,27,closed_or_merged
108211,DSP BlackRock FMP - 6M - Series 5 - Regular Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-09,2008-09-25,27,closed_or_merged
108212,DSP BlackRock FMP - 6M - Series 5 - Institutional Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-09,2008-09-25,27,closed_or_merged
108213,DSP BlackRock FMP - 6M - Series 5 - Institutional Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-09,2008-09-25,27,closed_or_merged
108214,Standard Chartered Fixed Maturity Plan - YS21-Plan A - Growth,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-05-29,8,closed_or_merged
108215,Standard Chartered Fixed Maturity Plan - YS21-Plan B - Growth,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-05-29,8,closed_or_merged
108216,Standard Chartered Fixed Maturity Plan - YS21-Plan A - Dividend,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-05-29,8,closed_or_merged
108217,Standard Chartered Fixed Maturity Plan - YS21-Plan B - Dividend,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-16,2008-05-29,8,closed_or_merged
108218,Religare FMP-3M-Sr-XXVII-Growth,Invesco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-15,2008-08-11,61,closed_or_merged
108219,Religare FMP-3M-Sr-XXVII-Dividend,Invesco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-15,2008-08-11,61,closed_or_merged
108220,HSBC Dynamic Bond Fund - Regular Monthly IDCW,HSBC Mutual Fund,Open Ended Schemes ( Debt Scheme - Dynamic Bond ),Open Ended Schemes ( Debt Scheme - Dynamic Bond ),,,INF336L01602,INF336L01594,2008-04-10,2022-11-23,217,closed_or_merged
108221,ING OptiMix Active Short Term Fund-Inst.Plan-Dividend Option,ING Mutual Fund,Open Ended Schemes ( Fund of Funds - Domestic ),Open Ended Schemes ( Fund of Funds - Domestic ),,,,,2008-04-24,2009-03-09,207,closed_or_merged
108222,ING OptiMix Active Short Term Fund-Inst. Plan-Growth Option,ING Mutual Fund,Open Ended Schemes ( Fund of Funds - Domestic ),Open Ended Schemes ( Fund of Funds - Domestic ),,,,,2008-04-24,2009-03-09,207,closed_or_merged
108223,Franklin Templeton Fixed Tenure Fund - Series IX - Plan A - Growth,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-22,2010-12-31,641,closed_or_merged
108224,Franklin Templeton Fixed Tenure Fund - Series IX - Plan A - Dividend,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-22,2010-12-31,641,closed_or_merged
108225,Franklin Templeton Fixed Tenure Fund - Series IX - Plan B - Growth,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF090I01AR9,,2008-05-22,2010-12-31,641,closed_or_merged
108226,Franklin Templeton Fixed Tenure Fund - Series IX - Plan B - Dividend,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF090I01AQ1,,2008-05-22,2010-12-31,641,closed_or_merged
108227,Reliance Fixed Horizon Fund - VIII - Series 3 - Retail Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-29,2009-05-25,250,closed_or_merged
108228,Reliance Fixed Horizon Fund - VIII - Series 3 - Retail Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-29,2009-05-25,250,closed_or_merged
108229,Reliance Fixed Horizon Fund - VIII - Series 3 - Institutional Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-29,2009-05-25,250,closed_or_merged
108230,Reliance Fixed Horizon Fund - VIII - Series 3 - Institutional Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-29,2009-05-25,250,closed_or_merged
108231,UTI-Long Term Advantage Fund Series -II - Growth Option,UTI Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),,,,,2008-04-15,2010-12-31,665,closed_or_merged
108232,UTI-Long Term Advantage Fund Series-II - Dividend Option,UTI Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),,,,,2008-04-15,2010-12-31,665,closed_or_merged
108233,HDFC FMP 181D APRIL 2008 - RETAIL PLAN GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-02,2008-10-20,117,closed_or_merged
108234,HDFC FMP 181D APRIL 2008 - WHOLESALE PLAN GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-02,2008-10-20,117,closed_or_merged
108235,HDFC FMP 181D APRIL 2008 - RETAIL PLAN DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-02,2008-10-20,117,closed_or_merged
108236,HDFC FMP 181D APRIL 2008 - WHOLESALE PLAN DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-02,2008-10-20,117,closed_or_merged
108237,HDFC FMP 18M APRIL 2008  WHOLESALE PLAN - GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-02,2009-10-21,355,closed_or_merged
108238,HDFC FMP 18M APRIL 2008  WHOLESALE PLAN - NORMAL DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-02,2009-10-21,355,closed_or_merged
108240,HDFC FMP 18M APRIL 2008  RETAIL PLAN - GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-05-02,2009-10-21,355,closed_or_merged
