scheme_code,scheme_name,amc,category_latest,category_first,plan,option,isin_growth_or_payout,isin_reinvest,first_nav_date,last_nav_date,nav_count,status
143476,PGIM India Fixed Duration Fund - Series AY - Regular Plan - Growth Option,PGIM India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF663L01H70,,2022-01-03,2022-04-19,70,closed_or_merged
143493,Nippon India Ultra Short Term Fund- Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Growth Option,INF204K01UE8,,2022-01-03,2022-12-30,243,active
143494,Nippon India Ultra Short Term Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Growth Option,INF204K01YH3,,2022-01-03,2022-12-30,243,active
143495,NIPPON INDIA ULTRA SHORT TERM FUND - WEEKLY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,WEEKLY IDCW OPTION,,INF204K01UD0,2022-01-03,2022-12-30,243,active
143496,NIPPON INDIA ULTRA SHORT TERM FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,QUARTERLY IDCW Option,INF204K01UH1,INF204K01UI9,2022-01-03,2022-12-30,243,active
143497,NIPPON INDIA ULTRA SHORT TERM FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,MONTHLY IDCW Option,INF204K01YI1,INF204K01YJ9,2022-01-03,2022-12-30,243,active
143498,NIPPON INDIA ULTRA SHORT TERM FUND - DAILY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,DAILY IDCW OPTION,,INF204K01UC2,2022-01-03,2022-12-30,243,active
143499,NIPPON INDIA ULTRA SHORT TERM FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,MONTHLY IDCW Option,INF204K01UF5,INF204K01UG3,2022-01-03,2022-12-30,243,active
143500,NIPPON INDIA ULTRA SHORT TERM FUND - DIRECT Plan - DAILY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,DAILY IDCW OPTION,,INF204K01YF7,2022-01-03,2022-12-30,243,active
143501,NIPPON INDIA ULTRA SHORT TERM FUND - DIRECT Plan - WEEKLY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,WEEKLY IDCW OPTION,,INF204K01YG5,2022-01-03,2022-12-30,243,active
143502,NIPPON INDIA ULTRA SHORT TERM FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,QUARTERLY IDCW Option,INF204K01YK7,INF204K01YL5,2022-01-03,2022-12-30,243,active
143503,Sundaram Emerging Small Cap Series IV Regular Plan - Growth,Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DN0,,2022-01-03,2022-12-30,247,active
143504,Sundaram Emerging Small Cap Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DO8,,2022-01-03,2022-12-30,247,active
143505,Sundaram Emerging Small Cap Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DQ3,,2022-01-03,2022-12-30,247,active
143506,Sundaram Emerging Small Cap Series IV Direct Plan - Growth,Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DP5,,2022-01-03,2022-12-30,247,active
143507,Baroda BNP Paribas Ultra Short Term Fund - Regular Plan - Daily IDCW,Baroda BNP Paribas Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Daily IDCW Option,,INF955L01GW4,2022-01-03,2022-12-30,244,active
143508,Baroda BNP Paribas Ultra Short Term Fund- Direct Plan- Growth,Baroda BNP Paribas Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Growth Option,INF955L01HA8,,2022-01-03,2022-12-30,244,active
143509,Baroda BNP Paribas Ultra Short Term Fund- Direct Plan- Weekly IDCW,Baroda BNP Paribas Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Weekly IDCW Option,INF251K01SM6,INF955L01HB6,2022-03-14,2022-12-30,196,active
143510,Baroda BNP Paribas Ultra Short Term Fund- Regular Plan- Weekly IDCW,Baroda BNP Paribas Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Weekly IDCW Option,INF251K01SN4,INF955L01GY0,2022-03-14,2022-12-30,196,active
143511,Baroda BNP Paribas Ultra Short Term Fund- Direct Plan- Daily IDCW,Baroda BNP Paribas Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Daily IDCW Option,,INF955L01GZ7,2022-01-03,2022-12-30,244,active
143532,Invesco India Aggressive Hybrid Fund - Direct Plan - IDCW (Payout / Reinvestment),Invesco Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Direct Plan,IDCW,INF205K013Q9,INF205K015Q4,2022-01-03,2022-12-30,247,active
143534,Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment),Invesco Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Regular Plan,IDCW,INF205K010Q5,INF205K012Q1,2022-01-03,2022-12-30,247,active
143536,Invesco India Aggressive Hybrid Fund - Regular Plan - Growth,Invesco Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Regular Plan,Growth,INF205K011Q3,,2022-01-03,2022-12-30,247,active
143537,Invesco India Aggressive Hybrid Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Direct Plan,Growth,INF205K014Q7,,2022-01-03,2022-12-30,247,active
143542,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) - Regular Plan-Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1QA6,,2022-01-03,2022-04-06,63,closed_or_merged
143545,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) -Direct - Normal IDCW,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1QE8,,2022-01-03,2022-04-06,63,closed_or_merged
143546,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) -Direct - Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1QF5,,2022-01-03,2022-04-06,63,closed_or_merged
143547,Aditya Birla Sun Life Fixed Term Plan - Series PY (1409 days) - Direct Plan-Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1QD0,,2022-01-03,2022-04-06,63,closed_or_merged
143548,Invesco India Fixed Maturity Plan - Series 31 - Plan D - Direct - Growth,Invesco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF205K015P6,,2022-01-03,2022-06-20,112,closed_or_merged
143549,Invesco India Fixed Maturity Plan - Series 31 - Plan D - Regular - Growth,Invesco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF205K013P1,,2022-01-03,2022-06-20,112,closed_or_merged
143550,Invesco India Fixed Maturity Plan - Series 31 - Plan D - Regular - IDCW (Payout),Invesco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF205K012P3,,2022-01-03,2022-06-20,112,closed_or_merged
143572,IDFC Fixed Term Plan Series 149 Regular Plan-Quarterly-IDCW (1424 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA15M6,,2022-01-03,2022-04-28,77,closed_or_merged
143573,IDFC Fixed Term Plan Series 149 Regular Plan-Halfyearly-IDCW (1424 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA14M9,,2022-01-03,2022-04-28,77,closed_or_merged
143574,IDFC Fixed Term Plan Series 149 Regular Plan-Periodic-IDCW (1424 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA13M1,,2022-01-03,2022-04-28,77,closed_or_merged
143575,IDFC Fixed Term Plan Series 149 Direct Plan -Quarterly-IDCW (1424 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA11M5,,2022-01-03,2022-04-28,77,closed_or_merged
143577,IDFC Fixed Term Plan Series 149 Regular Plan-Growth (1424 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA12M3,,2022-01-03,2022-04-28,77,closed_or_merged
143579,IDFC Fixed Term Plan Series 149 Direct Plan -Growth (1424 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA18L2,,2022-01-03,2022-04-28,77,closed_or_merged
143603,JM Ultra Short to Short Term Fund (Regular) - Daily IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Regular Plan,Daily IDCW Option,,INF192K01AV1,2022-01-03,2022-12-30,243,active
143604,JM Ultra Short to Short Term Fund (Direct) - Daily IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,Daily IDCW Option,,INF192K01DT9,2022-01-03,2022-12-30,243,active
143605,JM Ultra Short to Short Term Fund (Regular) - Fortnightly IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Regular Plan,Fortnightly IDCW Option,,INF192K01AX7,2022-01-03,2022-12-30,243,active
143606,JM Ultra Short to Short Term Fund (Direct) - Fortnightly IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,Fortnightly IDCW Option,,INF192K01DV5,2022-01-03,2022-12-30,243,active
143607,JM Ultra Short to Short Term Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Regular Plan,Growth Option,INF192K01AY5,,2022-01-03,2022-12-30,243,active
143608,JM Ultra Short to Short Term Fund (Regular) - Weekly IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Regular Plan,Weekly IDCW Option,,INF192K01AW9,2022-01-03,2022-12-30,243,active
143609,JM Ultra Short to Short Term Fund - Bonus Option - Principal Units,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Regular Plan,Bonus Option - Principal Units,INF192K01FJ5,,2022-01-03,2022-12-30,243,active
143610,JM Ultra Short to Short Term Fund (Direct) - Bonus Option - Principal Units,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,Bonus Option - Principal Units,INF192K01FL1,,2022-01-03,2022-12-30,243,active
143611,JM Ultra Short to Short Term Fund (Direct) - Weekly IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,Weekly IDCW Option,,INF192K01DU7,2022-01-03,2022-12-30,243,active
143612,JM Ultra Short to Short Term Fund (Direct) - Growth,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,Growth Option,INF192K01DW3,,2022-01-03,2022-12-30,243,active
143613,BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Direct Plan,Annual IDCW,INF761K01EI2,INF761K01EJ0,2022-01-03,2022-12-30,247,active
143614,BANK OF INDIA Arbitrage Fund Direct Plan Growth,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Direct Plan,Growth,INF761K01ED3,,2022-01-03,2022-12-30,247,active
143615,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Direct Plan,Monthly IDCW,INF761K01EE1,INF761K01EF8,2022-01-03,2022-12-30,247,active
143616,BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Direct Plan,Quarterly IDCW,INF761K01EG6,INF761K01EH4,2022-01-03,2022-12-30,247,active
143617,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Regular Plan,Annual IDCW,INF761K01EB7,INF761K01EC5,2022-01-03,2022-12-30,247,active
143618,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Regular Plan,Monthly IDCW,INF761K01DX3,INF761K01DY1,2022-01-03,2022-12-30,247,active
143619,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Regular Plan,Quarterly IDCW,INF761K01DZ8,INF761K01EA9,2022-01-03,2022-12-30,247,active
143620,BANK OF INDIA Arbitrage Fund Regular Growth,Bank of India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Open Ended Schemes ( Hybrid Scheme - Arbitrage Fund ),Regular Plan,Growth,INF761K01DW5,,2022-01-03,2022-12-30,247,active
143683,PGIM India Fixed Duration Fund - Series BA - Direct Plan - Growth Option,PGIM India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF663L01I20,,2022-01-03,2022-05-30,97,closed_or_merged
143686,PGIM India Fixed Duration Fund - Series BA - Regular Plan - Growth Option,PGIM India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF663L01I79,,2022-01-03,2022-05-30,97,closed_or_merged
143687,PGIM India Fixed Duration Fund - Series BA - Regular Plan - Quarterly Dividend Option,PGIM India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF663L01J11,INF663L01J03,2022-01-03,2022-05-30,97,closed_or_merged
143688,PGIM India Fixed Duration Fund - Series BA - Regular Plan - Standard Dividend Option,PGIM India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF663L01I87,INF663L01I95,2022-01-03,2022-05-30,97,closed_or_merged
143701,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - DIRECT Plan - HALF YEARLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Direct Plan,HALF YEARLY - IDCW Option,INF204KB1YX7,INF204KB1YY5,2022-01-03,2022-12-30,243,active
143702,Nippon India Nivesh Lakshya Long Term Fund- Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,Growth Option,INF204KB1ZB0,,2022-01-03,2022-12-30,243,active
143703,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - ANNUAL IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,ANNUAL IDCW Option,INF204KB1ZK1,INF204KB1ZL9,2022-01-03,2022-12-30,243,active
143704,Nippon India Nivesh Lakshya Long Term Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Direct Plan,Growth Option,INF204KB1YQ1,,2022-01-03,2022-12-30,243,active
143705,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Direct Plan,MONTHLY IDCW Option,INF204KB1YT5,INF204KB1YU3,2022-01-03,2022-12-30,243,active
143706,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,IDCW Option,INF204KB1ZC8,INF204KB1ZD6,2022-01-03,2022-12-30,243,active
143707,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Direct Plan,IDCW Option,INF204KB1YR9,INF204KB1YS7,2022-01-03,2022-12-30,243,active
143708,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,QUARTERLY IDCW Option,INF204KB1ZG9,INF204KB1ZH7,2022-01-03,2022-12-30,243,active
143709,NIPPON INDIA NIVESH LAKSHYA LONG TERM  FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Direct Plan,QUARTERLY IDCW Option,INF204KB1YV1,INF204KB1YW9,2022-01-03,2022-12-30,243,active
143710,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND LONG DURATION - HALF YEARLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,HALF YEARLY - IDCW Option,INF204KB1ZI5,INF204KB1ZJ3,2022-01-03,2022-12-30,243,active
143711,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - DIRECT Plan - ANNUAL IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Direct Plan,ANNUAL IDCW Option,INF204KB1YZ2,INF204KB1ZA2,2022-01-03,2022-12-30,243,active
143712,NIPPON INDIA NIVESH LAKSHYA LONG TERM FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,MONTHLY IDCW Option,INF204KB1ZE4,INF204KB1ZF1,2022-01-03,2022-12-30,243,active
143730,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Quarterly IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1FH4,,2022-01-03,2022-04-11,66,closed_or_merged
143731,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Quarterly IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1FK8,,2022-01-03,2022-04-11,66,closed_or_merged
143732,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Half Yearly IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1FI2,,2022-01-03,2022-04-11,66,closed_or_merged
143733,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Half Yearly IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1FL6,,2022-01-03,2022-04-11,66,closed_or_merged
143734,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Cumulative Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1FG6,,2022-01-03,2022-04-11,66,closed_or_merged
143735,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Cumulative Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1FJ0,,2022-01-03,2022-04-11,66,closed_or_merged
143783,Mirae Asset Healthcare Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Direct Plan,Growth,INF769K01ED6,,2022-01-03,2022-12-30,247,active
143784,Mirae Asset Healthcare Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Direct Plan,IDCW,INF769K01EE4,INF769K01EF1,2022-01-03,2022-12-30,247,active
143785,Mirae Asset Healthcare Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Regular Plan,Growth,INF769K01EA2,,2022-01-03,2022-12-30,247,active
143786,Mirae Asset Healthcare Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Regular Plan,IDCW,INF769K01EB0,INF769K01EC8,2022-01-03,2022-12-30,247,active
143787,Navi Flexi Cap Fund - Regular Plan - Growth,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,Growth,INF959L01EE9,,2022-01-03,2022-12-30,247,active
143788,NAVI FLEXI CAP FUND - REGULAR PLAN QUARTERLY IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,DCW PAYOUT,INF959L01EJ8,INF959L01EK6,2022-01-03,2022-12-30,247,active
143789,NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,IDCW PAYOUT,INF959L01EF6,INF959L01EG4,2022-01-03,2022-12-30,247,active
143790,NAVI FLEXI CAP FUND - REGULAR PLAN MONTHLY IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,IDCW PAYOUT,INF959L01EH2,INF959L01EI0,2022-01-03,2022-12-30,247,active
143791,NAVI FLEXI CAP FUND - DIRECT PLAN QUARTERLY IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Direct Plan,IDCW PAYOUT,INF959L01DY9,INF959L01DZ6,2022-01-03,2022-12-30,247,active
143792,NAVI FLEXI CAP FUND - DIRECT PLAN NORMAL IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Direct Plan,IDCW PAYOUT,INF959L01DU7,INF959L01DV5,2022-01-03,2022-12-30,247,active
